text,intent,category,priority
Remember to prepare for the Chemistry exam on tomorrow,Reminder,Study,High
Set a reminder to order refills of Allergy pills by this weekend,Reminder,Health,High
Project details: Nebula aims to rebuild the search engine service tonight at 8 PM,Note,Work,Low
Savings plan: save $15 by the end of December,Note,Finance,Medium
Sizes list: Daniel wears shoe size 9 and shirt size M,Note,Shopping,Low
Formula list for Economics includes quantum physics equations,Note,Study,Low
Key takeaways from the tech workshop on thermodynamics,Note,Work,Low
Research question idea: how does linear algebra impact modern science this Friday at 3pm,Note,Study,Low
Remind me to sign up for the Literature workshop by Friday,Reminder,Study,High
Study Math for 3 hours today,Todo,Study,Medium
Remind me to ask Liam for Literature study guides,Reminder,Study,Low
Price details: dishwashing liquid is cheaper at Walmart compared to target,Note,Shopping,Low
Buy eggs and bananas from the local supermarket,Task,Shopping,Low
Solve the practice problems in chapter 10 of History,Task,Study,Medium
Refill the Metformin supply at the local drug store,Task,Health,High
Buy tomatoes and eggs from the local supermarket,Task,Shopping,Low
Write the essay for Math history class,Task,Study,Medium
grocery inventory list: need to buy bread next time,Note,Shopping,Low
Model name for speaker I want to buy: Version 3,Note,Shopping,Low
Remind me of the legal project status meeting at 8:00 PM,Reminder,Work,Medium
Schedule an appointment with Dr. Olivia for annual checkup tomorrow morning,Task,Health,High
Concept definition: linear algebra is defined as memory allocation structures,Note,Study,Low
Expense breakdown: spent $10 on groceries and $1000 on utilities,Note,Finance,Medium
Price details: light bulbs is cheaper at Walmart compared to target tomorrow morning,Note,Shopping,Low
Read pages 12 to 5 of the Biology textbook,Todo,Study,Medium
Schedule a quick alignment call with Sarah about ancient civilization,Todo,Work,Medium
Formula list for Calculus includes genetics equations,Note,Study,Low
Savings plan: save $1200 by the end of September,Note,Finance,Medium
Pick up yogurt and some coffee on my way home,Task,Shopping,Low
Set a reminder to pick up dry cleaning on June 30th,Reminder,Personal,Medium
Remind me to ask James for Math study guides,Reminder,Study,Low
Find reference papers on genetics,Todo,Study,Medium
Useful study resource for Biology: https://youtube.com/learn tonight at 8 PM,Note,Study,Low
"Shopping wishlist: external hard drive, tablet, and a new bag",Note,Shopping,Low
Remember to prepare for the Math exam on at 9 PM,Reminder,Study,High
Remember to call James about the client contract on June 30th,Reminder,Work,Medium
Don't forget to follow up with Wayne Enterprises regarding the proposal tomorrow morning,Reminder,Work,High
Remember to call Olivia about the client contract on in 3 days,Reminder,Work,Medium
Don't forget the therapy appointment with Sophia at 2:30 PM this Friday at 3pm,Reminder,Health,High
Gift ideas for Liam: book about linear algebra or a warm scarf,Note,Shopping,Low
Subscription cost tracker: Zoom costs $100 per month,Note,Finance,Low
Expense breakdown: spent $50 on groceries and $1200 on utilities next Monday at noon,Note,Finance,Medium
Summarize the lecture notes on genetics for Literature,Todo,Study,Medium
Buy spinach and coffee from the local supermarket,Task,Shopping,Low
Schedule a quick alignment call with James about genetics,Todo,Work,Medium
Don't forget to send the invoice to Globex next week,Reminder,Work,High
Go over the formulas for History,Todo,Study,Medium
Research industrial revolution for the upcoming Calculus project,Todo,Study,Medium
Remind me to take my Vitamins at 2:30 PM,Reminder,Health,High
Summarize the lecture notes on modernism for Calculus,Todo,Study,Medium
ASAP: Summary of discussion with Olivia about cell division,Note,Work,High
Solve the practice problems in chapter 5 of Biology,Task,Study,Medium
Set a reminder for the auto-debit of Netflix on next week,Reminder,Finance,Medium
Book recommendation list: read books on linear algebra,Note,Personal,Low
Notes from today's lecture on neural networks: will double check the figures,Note,Study,Low
Concept definition: cryptography is defined as light absorption in plants,Note,Study,Low
Notes from today's lecture on macroeconomics: highly important for final exam,Note,Study,Low
Research neural networks for the upcoming Economics project,Todo,Study,Medium
Research question idea: how does macroeconomics impact modern science,Note,Study,Low
Remind me to check stock prices for NVDA at 5:00 PM,Reminder,Finance,Low
Formula list for Computer Science includes thermodynamics equations,Note,Study,Low
Remind me to return the Biology library book by this weekend,Reminder,Study,Medium
Read pages 5 to 50 of the Biology textbook tomorrow morning,Todo,Study,Medium
Don't forget the therapy appointment with Sarah at noon,Reminder,Health,High
Notes from today's lecture on genetics: highly important for final exam,Note,Study,Low
Remind me to sign up for the Calculus workshop by tonight,Reminder,Study,High
ASAP: Listen to educational podcast about cell division,Todo,Study,High
Bucket list ideas: visit Yosemite and learn to play the saxophone,Note,Personal,Low
Project details: Falcon aims to rebuild the database service by next week,Note,Work,Low
Study Art History for 20 hours today,Todo,Study,Medium
Schedule a quick alignment call with Olivia about ancient civilization,Todo,Work,Medium
Set a reminder to order refills of Aspirin by July 5th,Reminder,Health,High
Bucket list ideas: visit Tokyo and learn to play the violin,Note,Personal,Low
Remind me to feed the pets at 8:00 PM,Reminder,Personal,High
Set a reminder for the auto-debit of Amazon Prime on tomorrow,Reminder,Finance,Medium
Buy pasta and orange juice from the local supermarket,Task,Shopping,Low
Bucket list ideas: visit Rome and learn to play the piano,Note,Personal,Low
Read pages 2 to 4 of the Calculus textbook,Todo,Study,Medium
Summarize the lecture notes on data structures for Economics,Todo,Study,Medium
Solve the practice problems in chapter 1 of Chemistry,Task,Study,Medium
Concept definition: cryptography is defined as recursion algorithms,Note,Study,Low
Notes from today's lecture on ancient civilization: will double check the figures,Note,Study,Low
Complete the assignment for Literature before the deadline,Task,Study,High
Remember to pack suitcases before the trip on in 3 days,Reminder,Personal,High
Subscription cost tracker: Slack costs $15 per month,Note,Finance,Low
Email the professor regarding Physics questions,Task,Study,Medium
Watch the tutorial video on compiler design,Todo,Study,Low
Remind me to sign up for the Computer Science workshop by this weekend,Reminder,Study,High
Remind me to ask Isabella for Biology study guides,Reminder,Study,Low
Project details: Nebula aims to rebuild the dashboard service,Note,Work,Low
Subscription cost tracker: GitHub costs $250 per month tonight at 8 PM,Note,Finance,Low
Remind me to take my Ibuprofen at 2:30 PM,Reminder,Health,High
Savings plan: save $500 by the end of October,Note,Finance,Medium
Practice playing the saxophone for 30 minutes by next week,Todo,Personal,Low
Notes from today's lecture on data structures: needs review later tonight at 8 PM,Note,Study,Low
Read pages 5 to 50 of the Calculus textbook,Todo,Study,Medium
Look for coupons or discounts on laundry detergent,Todo,Shopping,Low
Expense breakdown: spent $15 on groceries and $100 on utilities this Friday at 3pm,Note,Finance,Medium
Buy yogurt and coffee from the local supermarket by next week,Task,Shopping,Low
Set a reminder for performance review with Daniel on this weekend,Reminder,Work,High
Don't forget the therapy appointment with Jessica at 4:15 PM,Reminder,Health,High
Key takeaways about organic synthesis from the textbook,Note,Study,Low
Expense breakdown: spent $100 on groceries and $50 on utilities,Note,Finance,Medium
Compare features of monitor brands,Todo,Shopping,Low
Don't forget the group study session for History at 9:00 AM on June 30th,Reminder,Study,Medium
Remind me to return the Economics library book by at 9 PM,Reminder,Study,Medium
Remind me to check stock prices for GOOGL at 2:30 PM,Reminder,Finance,Low
Project details: Helix aims to rebuild the billing service,Note,Work,Low
Summary of discussion with Isabella about linear algebra,Note,Work,Low
Set a reminder for performance review with Alex on this weekend,Reminder,Work,High
Remember to call Jessica about the client contract on next week,Reminder,Work,Medium
Remind me to buy a birthday card for Isabella on at 9 PM,Reminder,Shopping,Medium
Don't forget the tutorial session on compiler design at 8:00 PM,Reminder,Study,Medium
Don't forget the therapy appointment with Sarah at 8:00 PM,Reminder,Health,High
Formula list for Calculus includes ancient civilization equations,Note,Study,Low
Remember to call Emma about the client contract on tomorrow,Reminder,Work,Medium
Schedule a quick alignment call with Emma about organic synthesis,Todo,Work,Medium
Solve the practice problems in chapter 20 of Physics,Task,Study,Medium
Summarize the lecture notes on cryptography for Calculus,Todo,Study,Medium
Remember to prepare for the Biology exam on July 5th,Reminder,Study,High
Remind me to buy apples when near the market,Reminder,Shopping,Low
Medical insurance policy number: 45010,Note,Health,Medium
Don't forget the group study session for Math at noon on at 9 PM,Reminder,Study,Medium
Don't forget the therapy appointment with Chris at 10:30 AM next Monday at noon,Reminder,Health,High
Idea for system optimization: use serverless architecture for analytics,Note,Work,Low
"Shopping wishlist: tablet, monitor, and a new bag",Note,Shopping,Low
Research macroeconomics for the upcoming History project,Todo,Study,Medium
Remember to prepare for the Literature exam on tonight,Reminder,Study,High
Remind me to cancel the Zoom subscription before Friday,Reminder,Finance,High
Format bibliography for Physics assignment,Task,Study,Low
Remind me to sign up for the Chemistry workshop by at 9 PM,Reminder,Study,High
Stock market watch: buy shares of MSFT if price drops,Note,Finance,Low
Refill the Lipitor supply at the local drug store,Task,Health,High
Study Biology for 10 hours today,Todo,Study,Medium
Deploy the new version of ui to production,Task,Work,High
Notes from today's lecture on modernism: will double check the figures,Note,Study,Low
"Shopping wishlist: external hard drive, laptop, and a new bag",Note,Shopping,Low
Remind me to ask Alex for Physics study guides,Reminder,Study,Low
Set a reminder to order laundry detergent before we run out,Reminder,Shopping,Medium
Formula list for Physics includes photosynthesis equations,Note,Study,Low
Schedule a quick alignment call with John about photosynthesis,Todo,Work,Medium
Finish the Biology project report and upload it,Task,Study,Medium
Bucket list ideas: visit London and learn to play the saxophone,Note,Personal,Low
Subscription cost tracker: Dropbox costs $500 per month,Note,Finance,Low
Bucket list ideas: visit Chicago and learn to play the violin,Note,Personal,Low
Remind me to buy a birthday card for David on next week,Reminder,Shopping,Medium
Schedule a quick alignment call with Isabella about macroeconomics,Todo,Work,Medium
Remember to prepare for the Biology exam on Friday,Reminder,Study,High
